,AFIID,LOCID,LOGDATE,LOGTIME,MATRIX,SBD,SED,SACODE,SAMPNO,LOGCODE,SMCODE,FLDSAMPID,COCID,COOLER,ABLOT,EBLOT,TBLOT,REMARKS,SDG,LABCODE,ANMCODE,EXMCODE,LCHMETH,RUN_NUMBER,LABSAMPID,EXTDATE,EXTTIME,LCHDATE,LCHTIME,LCHLOT,ANADATE,ANATIME,ANALOT,LABLOTCTL,CALREFID,RTTYPE,BASIS,PARLABEL,PRCCODE,PARVQ,PARVAL,PARUN,PRECISION_,EXPECTED,EVPREC,MDL,RL,UNITS,VQ_1C,VAL_1C,FCVALPREC,VQ_CONFIRM,VAL_CONFIRM,CNFVALPREC,DILUTION,PRIME_DQT,PRIME_FLAG,LAB_DQT,LAB_QC_FLAG,BEST_RESULT,REASON_CODE,PERCENT_RECOVERY,RPD,UPPER_RPD,UPPER_ACCURACY,LOWER_ACCURACY,SPIKE_ADDED,SPIKE_ADDED_PREC,VALCODE,TIC_NAME,RETENTION_TIME,LOD
78,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25WW00001DUP,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-230,,,0.187,0.654426,3,,,,,pCi/L,,,,,,,1.0,,,,BU,Y,,,0.05,3.0,,,,,,,,
79,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25WW00001DUP,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-232,,,0.102,0.293359,3,,,,,pCi/L,,,,,,,1.0,,,,BU,Y,,,0.47,3.0,,,,,,,,
68,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOTH1LCS,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25SL0001ISOTH1LCS,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-228,,,15.950,2.9447,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,106.9,,,125.00,75.00,,,,,,
70,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOTH1LCS,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25SL0001ISOTH1LCS,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-230,,,8.269,1.81003,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,96.44,,,125.00,75.00,,,,,,
71,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOTH1LCS,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25SL0001ISOTH1LCS,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-232,,,14.151,2.68151,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,94.84,,,125.00,75.00,,,,,,
81,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOU1BLK,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25SL0001ISOU1BLK,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-234,,,-0.018,0.286428,3,,,,,pCi/L,,,,,,,1.0,,,,B,Y,,,,,,,,,,,,
82,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOU1BLK,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25SL0001ISOU1BLK,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-235,,,-0.066,0.357852,3,,,,,pCi/L,,,,,,,1.0,,,,B,Y,,,,,,,,,,,,
83,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOU1BLK,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25SL0001ISOU1BLK,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-238,,,-0.018,0.285855,3,,,,,pCi/L,,,,,,,1.0,,,,B,Y,,,,,,,,,,,,
89,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25WW00001,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-234,,,0.122,0.344555,3,,,,,pCi/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,
90,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25WW00001,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-235,,,0.281,0.426057,3,,,,,pCi/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,
91,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25WW00001,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-238,,,-0.015,0.24494,3,,,,,pCi/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,
93,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25WW00001DUP,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-234,,,-0.031,0.250763,3,,,,,pCi/L,,,,,,,1.0,,,,BU,Y,,,0.36,3.0,,,,,,,,
94,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25WW00001DUP,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-235,,,0.000,0.429665,3,,,,,pCi/L,,,,,,,1.0,,,,BU,Y,,,0.46,3.0,,,,,,,,
95,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25WW00001DUP,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-238,,,-0.031,0.250261,3,,,,,pCi/L,,,,,,,1.0,,,,BU,Y,,,0.04,3.0,,,,,,,,
85,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOU1LCS,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25SL0001ISOU1LCS,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-234,,,51.972,5.0332,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,99.2,,,125.00,75.00,,,,,,
86,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOU1LCS,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25SL0001ISOU1LCS,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-235,,,2.606,0.620987,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,104.83,,,125.00,75.00,,,,,,
87,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOU1LCS,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25SL0001ISOU1LCS,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-238,,,53.209,5.13917,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,98.63,,,125.00,75.00,,,,,,
96,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001LSCPU1BLK,P1067230,,,,,,25SL0001,SLDA,A01R-LSC,SL044,,1,25SL0001LSCPU1BLK,09-May-2025,1221,,,,22-Mar-2025,0452,25SL0001LSCPU1,25SL0001LSCPU1,,,,PU-241,,,1.220,0.55,3,,,,,pCi/L,,,,,,,1.0,,,,BQ,Y,,,,,,,,,,,,
98,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,A01R-LSC,SL044,,1,25WW00001,09-May-2025,1221,,,,22-Mar-2025,1701,25SL0001LSCPU1,25SL0001LSCPU1,,,,PU-241,,,1.300,0.59,3,,,,,pCi/L,,,,,,,1.0,,,,BQ,Y,,,,,,,,,,,,
99,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,A01R-LSC,SL044,,1,25WW00001DUP,09-May-2025,1221,,,,22-Mar-2025,1258,25SL0001LSCPU1,25SL0001LSCPU1,,,,PU-241,,,1.160,0.52,3,,,,,pCi/L,,,,,,,1.0,,,,BQ,Y,,,0.18,3.0,,,,,,,,
97,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001LSCPU1LCS,P1067230,,,,,,25SL0001,SLDA,A01R-LSC,SL044,,1,25SL0001LSCPU1LCS,09-May-2025,1221,,,,22-Mar-2025,0855,25SL0001LSCPU1,25SL0001LSCPU1,,,,PU-241,,,0.230,0.11,3,,,,,pCi/L,,,,,,,1.0,,,,Q,Y,,0.45,,,125.00,75.00,,,,,,
244,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,ALUMINIUM,,,-1.175,,3,,,5.585532,,ug/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,10.000
245,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,ANTIMONY,,,0.004,,3,,,0.054886,,ug/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,0.200
246,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,ARSENIC,,,0.002,,3,,,0.02362,,ug/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,0.200
247,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,BARIUM,,,0.084,,3,,,0.80636,,ug/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,10.000
248,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,BERYLLIUM,,,0.001,,3,,,0.031295,,ug/L,,,,,,,1.0,,,,B,Y,,,,,,,,,,,,0.200
250,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,CADMIUM,,,0.001,,3,,,0.03295,,ug/L,,,,,,,1.0,,,,B,Y,,,,,,,,,,,,0.200
251,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,CHROMIUM,,,0.072,,3,,,0.382228,,ug/L,,,,,,,1.0,,,,B,Y,,,,,,,,,,,,1.000
252,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,COPPER,,,-0.043,,3,,,0.075091,,ug/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,10.000
254,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,IRON,,,0.681,,3,,,3.373023,,ug/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,10.000
255,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,LEAD,,,0.003,,3,,,0.062879,,ug/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,0.200
257,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,MANGANESE,,,0.010,,3,,,0.410888,,ug/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,1.000
258,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,NICKEL,,,-0.002,,3,,,0.054793,,ug/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,10.000
261,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,SELENIUM,,,0.042,,3,,,0.035546,,ug/L,,,,,,,1.0,,,,B,Y,,,,,,,,,,,,0.200
262,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,SILVER,,,0.013,,3,,,0.220001,,ug/L,,,,,,,1.0,,,,B,Y,,,,,,,,,,,,1.000
264,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,THALLIUM,,,0.000,,3,,,0.021117,,ug/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,0.200
265,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,URANIUM,,,0.001,,3,,,0.020346,,ug/L,,,,,,,1.0,,,,B,Y,,,,,,,,,,,,0.200
267,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,ZINC,,,1.678,,3,,,0.977933,,ug/L,,,,,,,1.0,,,,B,Y,,,,,,,,,,,,10.000
292,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,ALUMINIUM,,,14.101,,3,,,5.585532,,ug/L,,,,,,,1.0,,,,J,Y,,,,,,,,,,,,10.000
293,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,ANTIMONY,,,1.240,,3,,,0.054886,,ug/L,,,,,,,1.0,,,,J,Y,,,,,,,,,,,,0.200
294,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,ARSENIC,,,0.218,,3,,,0.02362,,ug/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,0.200
295,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,BARIUM,,,30.518,,3,,,0.80636,,ug/L,,,,,,,1.0,,,,J,Y,,,,,,,,,,,,10.000
296,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,BERYLLIUM,,,0.002,,3,,,0.031295,,ug/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,0.200
298,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,CADMIUM,,,0.004,,3,,,0.03295,,ug/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,0.200
299,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,CHROMIUM,,,0.096,,3,,,0.382228,,ug/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,1.000
300,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,COPPER,,,0.001,,3,,,0.075091,,ug/L,,,,,,,1.0,,,,U,Y,,,,,,,,,,,,10.000
302,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,IRON,,,74.929,,3,,,3.373023,,ug/L,,,,,,,1.0,,,,J,Y,,,,,,,,,,,,10.000
303,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,LEAD,,,0.044,,3,,,0.062879,,ug/L,,,,,,,1.0,,,,U,Y,,,,,,,,,,,,0.200
305,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,MANGANESE,,,156.802,,3,,,0.410888,,ug/L,,,,,,,1.0,,,,J,Y,,,,,,,,,,,,1.000
306,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,NICKEL,,,0.277,,3,,,0.054793,,ug/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,10.000
309,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,SELENIUM,,,0.085,,3,,,0.035546,,ug/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,0.200
310,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,SILVER,,,0.064,,3,,,0.220001,,ug/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,1.000
312,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,THALLIUM,,,0.012,,3,,,0.021117,,ug/L,,,,,,,1.0,,,,U,Y,,,,,,,,,,,,0.200
313,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,URANIUM,,,0.004,,3,,,0.020346,,ug/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,0.200
315,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,ZINC,,,-1.277,,3,,,0.977933,,ug/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,10.000
268,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,ALUMINIUM,,,23.383,,3,,,5.585532,,ug/L,,,,,,,1.0,,,,,Y,,93.53,,,115.00,86.00,,,,,,10.00
269,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,ANTIMONY,,,25.022,,3,,,0.054886,,ug/L,,,,,,,1.0,,,,,Y,,100.09,,,113.00,88.00,,,,,,0.20
270,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,ARSENIC,,,25.011,,3,,,0.02362,,ug/L,,,,,,,1.0,,,,,Y,,100.05,,,113.00,87.00,,,,,,0.20
271,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,BARIUM,,,25.112,,3,,,0.80636,,ug/L,,,,,,,1.0,,,,,Y,,100.45,,,113.00,88.00,,,,,,10.00
272,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,BERYLLIUM,,,24.870,,3,,,0.031295,,ug/L,,,,,,,1.0,,,,,Y,,99.48,,,112.00,89.00,,,,,,0.20
274,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,CADMIUM,,,25.001,,3,,,0.03295,,ug/L,,,,,,,1.0,,,,,Y,,100.0,,,113.00,88.00,,,,,,0.20
275,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,CHROMIUM,,,25.603,,3,,,0.382228,,ug/L,,,,,,,1.0,,,,,Y,,102.41,,,113.00,90.00,,,,,,1.00
276,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,COPPER,,,25.523,,3,,,0.075091,,ug/L,,,,,,,1.0,,,,,Y,,102.09,,,114.00,86.00,,,,,,10.00
278,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,IRON,,,27.249,,3,,,3.373023,,ug/L,,,,,,,1.0,,,,,Y,,108.99,,,115.00,87.00,,,,,,10.00
279,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,LEAD,,,24.888,,3,,,0.062879,,ug/L,,,,,,,1.0,,,,,Y,,99.55,,,113.00,86.00,,,,,,0.20
281,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,MANGANESE,,,25.168,,3,,,0.410888,,ug/L,,,,,,,1.0,,,,,Y,,100.67,,,114.00,90.00,,,,,,1.00
282,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,NICKEL,,,25.632,,3,,,0.054793,,ug/L,,,,,,,1.0,,,,,Y,,102.53,,,113.00,88.00,,,,,,10.00
285,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,SELENIUM,,,24.757,,3,,,0.035546,,ug/L,,,,,,,1.0,,,,,Y,,99.03,,,114.00,83.00,,,,,,0.20
