,AFIID,LOCID,LOGDATE,LOGTIME,MATRIX,SBD,SED,SACODE,SAMPNO,LOGCODE,SMCODE,FLDSAMPID,COCID,COOLER,ABLOT,EBLOT,TBLOT,REMARKS,SDG,LABCODE,ANMCODE,EXMCODE,LCHMETH,RUN_NUMBER,LABSAMPID,EXTDATE,EXTTIME,LCHDATE,LCHTIME,LCHLOT,ANADATE,ANATIME,ANALOT,LABLOTCTL,CALREFID,RTTYPE,BASIS,PARLABEL,PRCCODE,PARVQ,PARVAL,PARUN,PRECISION_,EXPECTED,EVPREC,MDL,RL,UNITS,VQ_1C,VAL_1C,FCVALPREC,VQ_CONFIRM,VAL_CONFIRM,CNFVALPREC,DILUTION,PRIME_DQT,PRIME_FLAG,LAB_DQT,LAB_QC_FLAG,BEST_RESULT,REASON_CODE,PERCENT_RECOVERY,RPD,UPPER_RPD,UPPER_ACCURACY,LOWER_ACCURACY,SPIKE_ADDED,SPIKE_ADDED_PREC,VALCODE,TIC_NAME,RETENTION_TIME,LOD
60,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,A01R-PU,SL005,,1,25WW00001,09-May-2025,1051,,,,30-Apr-2025,1400,25SL0001ISOPU1,25SL0001ISOPU1,,,,PU-242,RN,=,82.062,5.03732,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,
63,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,A01R-PU,SL005,,1,25WW00001DUP,09-May-2025,1051,,,,30-Apr-2025,1400,25SL0001ISOPU1,25SL0001ISOPU1,,,,PU-242,RN,=,82.121,4.92843,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,
64,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOTH1BLK,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25SL0001ISOTH1BLK,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-228,RN,=,0.110,0.303457,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,,,,0.500,-0.200,,,,,,
66,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOTH1BLK,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25SL0001ISOTH1BLK,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-230,RN,=,1.572,1.14121,3,,,,,pCi/L,,,,,,,1.0,,,,B,Y,,,,,1.000,0.400,,,,,,
67,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOTH1BLK,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25SL0001ISOTH1BLK,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-232,RN,=,0.107,0.301939,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,,,,0.500,-0.100,,,,,,
72,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25WW00001,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-228,RN,ND,0.078,0.277792,3,,,,,pCi/L,,,,,,,1.0,,,,U,Y,,,,,,,,,,,,
74,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25WW00001,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-230,RN,ND,0.229,0.614953,3,,,,,pCi/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,
75,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25WW00001,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-232,RN,ND,0.365,0.474043,3,,,,,pCi/L,,,,,,,1.0,,,,U,Y,,,,,,,,,,,,
76,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25WW00001DUP,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-228,RN,ND,0.397,0.509445,3,,,,,pCi/L,,,,,,,1.0,,,,U,Y,,,0.55,3.0,,,,,,,,
78,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25WW00001DUP,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-230,RN,ND,0.187,0.654426,3,,,,,pCi/L,,,,,,,1.0,,,,BU,Y,,,0.05,3.0,,,,,,,,
79,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25WW00001DUP,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-232,RN,ND,0.102,0.293359,3,,,,,pCi/L,,,,,,,1.0,,,,U,Y,,,0.47,3.0,,,,,,,,
68,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOTH1LCS,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25SL0001ISOTH1LCS,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-228,RN,=,15.950,2.9447,3,4.13,3,,,pCi/L,,,,,,,1.0,,,,,Y,,106.9,,,125.00,75.00,,,,,,
70,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOTH1LCS,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25SL0001ISOTH1LCS,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-230,RN,=,8.269,1.81003,3,2.37,3,,,pCi/L,,,,,,,1.0,,,,,Y,,96.44,,,125.00,75.00,,,,,,
71,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOTH1LCS,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25SL0001ISOTH1LCS,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-232,RN,=,14.151,2.68151,3,4.13,3,,,pCi/L,,,,,,,1.0,,,,,Y,,94.84,,,125.00,75.00,,,,,,
65,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOTH1BLK,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25SL0001ISOTH1BLK,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-229,RN,=,82.762,8.83749,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,
69,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOTH1LCS,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25SL0001ISOTH1LCS,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-229,RN,=,15.031,2.10287,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,
73,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25WW00001,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-229,RN,=,83.211,8.61046,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,
77,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,A01R-TH,SL005,,1,25WW00001DUP,09-May-2025,1106,,,,30-Apr-2025,1419,25SL0001ISOTH1,25SL0001ISOTH1,,,,TH-229,RN,=,83.331,8.79844,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,
81,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOU1BLK,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25SL0001ISOU1BLK,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-234,RN,=,-0.018,0.286428,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,,,,0.300,-0.200,,,,,,
82,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOU1BLK,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25SL0001ISOU1BLK,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-235,RN,=,-0.066,0.357852,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,,,,0.200,-0.100,,,,,,
83,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOU1BLK,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25SL0001ISOU1BLK,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-238,RN,=,-0.018,0.285855,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,,,,0.200,-0.100,,,,,,
89,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25WW00001,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-234,RN,ND,0.122,0.344555,3,,,,,pCi/L,,,,,,,1.0,,,,U,Y,,,,,,,,,,,,
90,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25WW00001,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-235,RN,ND,0.281,0.426057,3,,,,,pCi/L,,,,,,,1.0,,,,U,Y,,,,,,,,,,,,
91,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25WW00001,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-238,RN,ND,-0.015,0.24494,3,,,,,pCi/L,,,,,,,1.0,,,,U,Y,,,,,,,,,,,,
93,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25WW00001DUP,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-234,RN,ND,-0.031,0.250763,3,,,,,pCi/L,,,,,,,1.0,,,,U,Y,,,0.36,3.0,,,,,,,,
94,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25WW00001DUP,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-235,RN,ND,0.000,0.429665,3,,,,,pCi/L,,,,,,,1.0,,,,U,Y,,,0.46,3.0,,,,,,,,
95,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25WW00001DUP,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-238,RN,ND,-0.031,0.250261,3,,,,,pCi/L,,,,,,,1.0,,,,U,Y,,,0.04,3.0,,,,,,,,
85,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOU1LCS,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25SL0001ISOU1LCS,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-234,RN,=,51.972,5.0332,3,13.46,3,,,pCi/L,,,,,,,1.0,,,,,Y,,99.2,,,125.00,75.00,,,,,,
86,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOU1LCS,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25SL0001ISOU1LCS,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-235,RN,=,2.606,0.620987,3,0.64,3,,,pCi/L,,,,,,,1.0,,,,,Y,,104.83,,,125.00,75.00,,,,,,
87,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOU1LCS,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25SL0001ISOU1LCS,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-238,RN,=,53.209,5.13917,3,13.86,3,,,pCi/L,,,,,,,1.0,,,,,Y,,98.63,,,125.00,75.00,,,,,,
80,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOU1BLK,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25SL0001ISOU1BLK,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-232,RN,=,80.637,7.14082,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,
84,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001ISOU1LCS,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25SL0001ISOU1LCS,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-232,RN,=,15.716,1.35108,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,
88,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25WW00001,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-232,RN,=,80.356,6.65692,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,
92,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,A01R-U,SL015,,1,25WW00001DUP,09-May-2025,1139,,,,30-Apr-2025,1457,25SL0001ISOU1,25SL0001ISOU1,,,,U-232,RN,=,80.825,6.71631,3,,,,,pCi/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,
96,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001LSCPU1BLK,P1067230,,,,,,25SL0001,SLDA,A01R-LSC,SL044,,1,25SL0001LSCPU1BLK,09-May-2025,1221,,,,22-Mar-2025,0452,25SL0001LSCPU1,25SL0001LSCPU1,,,,PU-241,RN,=,1.220,0.55,3,,,,,pCi/L,,,,,,,1.0,,,,Q,Y,,,,,2.000,-2.000,,,,,,
98,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,A01R-LSC,SL044,,1,25WW00001,09-May-2025,1221,,,,22-Mar-2025,1701,25SL0001LSCPU1,25SL0001LSCPU1,,,,PU-241,RN,=,1.300,0.59,3,,,,,pCi/L,,,,,,,1.0,,,,Q,Y,,,,,,,,,,,,
99,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,A01R-LSC,SL044,,1,25WW00001DUP,09-May-2025,1221,,,,22-Mar-2025,1258,25SL0001LSCPU1,25SL0001LSCPU1,,,,PU-241,RN,=,1.160,0.52,3,,,,,pCi/L,,,,,,,1.0,,,,Q,Y,,,0.18,3.0,,,,,,,,
97,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001LSCPU1LCS,P1067230,,,,,,25SL0001,SLDA,A01R-LSC,SL044,,1,25SL0001LSCPU1LCS,09-May-2025,1221,,,,22-Mar-2025,0855,25SL0001LSCPU1,25SL0001LSCPU1,,,,PU-241,RN,=,0.230,0.11,3,12.78,3,,,pCi/L,,,,,,,1.0,,,,Q,Y,,0.45,,,125.00,75.00,,,,,,
244,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,ALUMINIUM,MET,=,-1.175,,3,,,5.585532,,ug/L,,,,,,,1.0,,,,,Y,,,,,10.000,-10.000,,,,,,10.000
245,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,ANTIMONY,MET,=,0.004,,3,,,0.054886,,ug/L,,,,,,,1.0,,,,,Y,,,,,0.200,-0.200,,,,,,0.200
246,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,ARSENIC,MET,=,0.002,,3,,,0.02362,,ug/L,,,,,,,1.0,,,,,Y,,,,,0.200,-0.200,,,,,,0.200
247,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,BARIUM,MET,=,0.084,,3,,,0.80636,,ug/L,,,,,,,1.0,,,,,Y,,,,,10.000,-10.000,,,,,,10.000
248,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,BERYLLIUM,MET,=,0.001,,3,,,0.031295,,ug/L,,,,,,,1.0,,,,B,Y,,,,,0.200,-0.200,,,,,,0.200
250,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,CADMIUM,MET,=,0.001,,3,,,0.03295,,ug/L,,,,,,,1.0,,,,B,Y,,,,,0.200,-0.200,,,,,,0.200
251,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,CHROMIUM,MET,=,0.072,,3,,,0.382228,,ug/L,,,,,,,1.0,,,,B,Y,,,,,1.000,-1.000,,,,,,1.000
252,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,COPPER,MET,=,-0.043,,3,,,0.075091,,ug/L,,,,,,,1.0,,,,,Y,,,,,10.000,-10.000,,,,,,10.000
254,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,IRON,MET,=,0.681,,3,,,3.373023,,ug/L,,,,,,,1.0,,,,,Y,,,,,10.000,-10.000,,,,,,10.000
255,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,LEAD,MET,=,0.003,,3,,,0.062879,,ug/L,,,,,,,1.0,,,,,Y,,,,,0.200,-0.200,,,,,,0.200
257,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,MANGANESE,MET,=,0.010,,3,,,0.410888,,ug/L,,,,,,,1.0,,,,,Y,,,,,1.000,-1.000,,,,,,1.000
258,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,NICKEL,MET,=,-0.002,,3,,,0.054793,,ug/L,,,,,,,1.0,,,,,Y,,,,,10.000,-10.000,,,,,,10.000
261,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,SELENIUM,MET,=,0.042,,3,,,0.035546,,ug/L,,,,,,,1.0,,,,B,Y,,,,,0.200,-0.200,,,,,,0.200
262,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,SILVER,MET,=,0.013,,3,,,0.220001,,ug/L,,,,,,,1.0,,,,B,Y,,,,,1.000,-1.000,,,,,,1.000
264,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,THALLIUM,MET,=,0.000,,3,,,0.021117,,ug/L,,,,,,,1.0,,,,,Y,,,,,0.200,-0.200,,,,,,0.200
265,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,URANIUM,MET,=,0.001,,3,,,0.020346,,ug/L,,,,,,,1.0,,,,B,Y,,,,,0.200,-0.200,,,,,,0.200
267,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1BLK,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1BLK,06-Mar-2025,1200,,,,06-Mar-2025,1701,25SL0001MET1,25SL0001MET1,,,,ZINC,MET,=,1.678,,3,,,0.977933,,ug/L,,,,,,,1.0,,,,B,Y,,,,,10.000,-10.000,,,,,,10.000
292,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,ALUMINIUM,MET,=,14.101,,3,,,5.585532,,ug/L,,,,,,,1.0,,,,J,Y,,,,,,,,,,,,10.000
293,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,ANTIMONY,MET,=,1.240,,3,,,0.054886,,ug/L,,,,,,,1.0,,,,J,Y,,,,,,,,,,,,0.200
294,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,ARSENIC,MET,=,0.218,,3,,,0.02362,,ug/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,0.200
295,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,BARIUM,MET,=,30.518,,3,,,0.80636,,ug/L,,,,,,,1.0,,,,J,Y,,,,,,,,,,,,10.000
296,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,BERYLLIUM,MET,ND,0.002,,3,,,0.031295,,ug/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,0.200
298,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,CADMIUM,MET,ND,0.004,,3,,,0.03295,,ug/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,0.200
299,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,CHROMIUM,MET,ND,0.096,,3,,,0.382228,,ug/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,1.000
300,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,COPPER,MET,ND,0.001,,3,,,0.075091,,ug/L,,,,,,,1.0,,,,U,Y,,,,,,,,,,,,10.000
302,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,IRON,MET,=,74.929,,3,,,3.373023,,ug/L,,,,,,,1.0,,,,J,Y,,,,,,,,,,,,10.000
303,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,LEAD,MET,ND,0.044,,3,,,0.062879,,ug/L,,,,,,,1.0,,,,U,Y,,,,,,,,,,,,0.200
305,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,MANGANESE,MET,=,156.802,,3,,,0.410888,,ug/L,,,,,,,1.0,,,,J,Y,,,,,,,,,,,,1.000
